id	year	place	place_abbrv	latitude	longitude	title	author	subjects	publisher
ocm00545286 	1972	oxford	enk	51.75315	-1.23854	[painting and experience in fifteenth century italy a primer in the social history of pictorial style]	[author:baxandall michael]	[subject:schilderkunst] [subject:art et société] [subject:renaissance] [subject:peinture de la renaissance italie] [subject:peinture de la renaissance] [subject:painting renaissance] [subject:mécénat italie] [subject:painting italian] [subject:renaissance italie] [subject:mécénat] [subject:artistes et mécènes] [subject:artistes et mécènes italie] [subject:peinture italienne] [subject:painting] [subject:art et société italie] [subject:malerei]	[publisher:clarendon press]
ocm00557804 	1929	london	enk	51.51334	-0.08901	[the italian masters a survey and guide]	[author:kendrick flora] [author:shipp horace]	[subject:painting] [subject:painting renaissance] [subject:painters]	[publisher:s low marston & co]
ocm00558590 	1965	boston	mau	42.364506	-71.038887	[the transcendentalist ministers church reform in the new england renaissance]	[author:hutchison william r]	[subject:literatur] [subject:unitarians in new england] [subject:transcendantalisme philosophie américaine] [subject:unitariens] [subject:kirchenreform] [subject:transcendentalism new england]	[dewey:141]	[publisher:beacon press]
ocm00563562 	1971	firenze	it	45.63637	13.05136	[autunno del rinascimento idea del tempio dell arte nell ultimo cinquecento]	[author:ossola carlo]	[subject:arts italian] [subject:esthétique italienne] [subject:ut pictura poesis] [subject:art de la renaissance] [subject:arts renaissance] [subject:arts] [subject:ästhetik] [subject:aesthetics italian]	[publisher:l s olschki]
ocm00578400 	1971	munich	gw	48.13452	11.571	[the national gallery in london italian painting of the high renaissance]	[author:braham allan]	[subject:painting renaissance] [subject:painting italian]	[publisher:knorr & hirth]
ocm00599146 	1969	firenze	it	45.63637	13.05136	[studi sull umanesimo secoli xiv xvi]	[author:bonicatti maurizio]	[subject:humanism] [subject:humanisme] [subject:philosophie de la renaissance] [subject:philosophy renaissance]	[dewey:144]	[publisher:la nuova italia]
ocm00601674 	1882	hamburg	gw	53.55	10	[die renaissance in italien]	[author:schütz alexander]	[subject:architecture renaissance] [subject:decoration and ornament renaissance] [subject:architecture]	[publisher:strumper]
ocm00603021 	1972	firenze	it	45.63637	13.05136	[the treasure of lorenzo il magnifico]	[subject:art italian] [subject:art renaissance]	[publisher:sansoni]
ocm00607438 	1965	new york	nyu	40.758896	-73.985130	[early renaissance fifteenth century italian painting]	[author:gould cecil hilton monk]	[subject:painting renaissance] [subject:painting italian] [subject:slides photography]	[publisher:mcgraw hill]
ocm00634231 	1971	firenze	it	45.63637	13.05136	[studi sulla letteratura del rinascimento]	[author:fubini mario]	[subject:literatur] [subject:littérature italienne anthologies] [subject:littérature italienne] [subject:italian literature] [subject:renaissance] [subject:aufsatzsammlung] [subject:italienisch]	[publisher:la nuova italia]
ocm00636934 	1972	genève	sz	46.20576	6.14161	[art and life at the court of ercole i d este the de triumphis religionis of giovanni sabadino degli arienti]	[author:gundersheimer werner l] [author:sabadino degli arienti giovanni]	[subject:art] [subject:art de la renaissance] [subject:art renaissance] [subject:kirchenväter] [subject:art patronage] [subject:art de la renaissance italie ferrare] [subject:art italie ferrare]	[publisher:librairie droz]
ocm00646689 	1969	roma	it	44.00484	12.65874	[il teatro del rinascimento e la commedia dell arte]	[author:pandolfi vito]	[subject:commedia dell arte] [subject:italian drama]	[publisher:lerici]
ocm00647983 	1970	chicago	ilu	42.58613	-87.8248	[in our image and likeness humanity and divinity in italian humanist thought]	[author:trinkaus charles edward]	[subject:philosophie de la renaissance] [subject:image de dieu] [subject:image of god] [subject:philosophie italienne] [subject:humanisme] [subject:philosophy italian] [subject:humanism] [subject:theology] [subject:théologie] [subject:philosophical anthropology] [subject:anthropologie philosophique] [subject:philosophy renaissance]	[dewey:195]	[publisher:university of chicago press]
ocm00653830 	1894	london	enk	51.51334	-0.08901	[the italian painters of the renaissance]	[author:berenson bernard]	[subject:painting renaissance] [subject:painters] [subject:arte renascentista]	[publisher:phaidon]
ocm00664753 	1930	oxford	enk	51.75315	-1.23854	[the italian painters of the renaissance]	[author:berenson bernard]	[subject:art renaissance] [subject:painters]	[publisher:university press]
ocm00678823 	1968	napoli	it	40.87618	14.5195	[le epoche della letteratura italiana medioevo umanesimo rinascimento barocco]	[author:battaglia salvatore]	[subject:italian literature]	[publisher:liguori]
ocm00681781 	1908	london	enk	51.51334	-0.08901	[artists of the italian renaissance]	[author:seeley emma louise]	[subject:art] [subject:painting] [subject:painters]	[publisher:chatto and windus]
ocm00684071 	1967	milano	it	46.21023	10.82097	[il rinascimento]	[author:russoli franco]	[subject:sculpture italian] [subject:sculpture renaissance]	[dewey:730.9]	[publisher:electa]
ocm00685025 	1928	boston	mau	42.364506	-71.038887	[italy in the renaissance a sketch of italian life and civilization in the fifteenth and sixteenth centuries]	[author:jerrold maud f]	[subject:renaissance]	[publisher:j w luce]
ocm00689249 	1913	london	enk	51.51334	-0.08901	[the tarn and the lake thoughts on life in the italian renaissance]	[author:holmes c j]	[subject:renaissance] [subject:fishing]	[publisher:p l warner]
ocm00697289 	1973	washington	dcu	47.50012	-120.50147	[early italian engravings from the national gallery of art]	[author:levenson jay a] [author:oberhuber konrad] [author:sheehan jacquelyn l]	[subject:engraving italian] [subject:engraving renaissance]	[dewey:769.9]	[publisher:national gallery of art]
ocm00699413 	1972	london	enk	51.51334	-0.08901	[sculptures of the 15th & 16th centuries]	[subject:sculpture italian] [subject:sculpture renaissance]	[dewey:708.2]	[publisher:heim gallery]
ocm00700213 	1970	firenze	it	45.63637	13.05136	[il pensiero italiano del rinascimento e il tempo nostro atti del v convegno internazionale del centro di studi umanistici montepulciano palazzo tarugi 8 13 agosto 1968]	[author:tarugi giovannangiola]	[subject:renaissance] [subject:geistesgeschichte] [subject:philosophy italian] [subject:humanism] [subject:kongress] [subject:philosophy renaissance]	[publisher:l s olschki]
ocm00702595 	1963	new york	nyu	40.758896	-73.985130	[the high renaissance italian painting]	[author:borea evelina]	[subject:art italian] [subject:painting renaissance] [subject:painting italian] [subject:slides photography]	[publisher:mcgraw hill]
ocm00704077 	1966	firenze	it	45.63637	13.05136	[la rinascità del paganesimo antico contributi alla storia della cultura]	[author:bing gertrud] [author:warburg aby]	[subject:art renaissance] [subject:renaissance]	[publisher:la nuova italia]
ocm00711725 	1965	new york	nyu	40.758896	-73.985130	[italian humanism philosophy and civic life in the renaissance]	[author:garin eugenio]	[subject:humanists] [subject:humanism] [subject:renaissance] [subject:intellectual life]	[dewey:195]	[publisher:harper & row]
ocm00718047 	1972	paris	fr	48.86	2.34444	[la collection de françois ier]	[author:francis i] [author:cox rearick janet]	[subject:art italian] [subject:art renaissance]	[publisher:éditions des musées nationaux]
ocm00719533 	1923	london	enk	51.51334	-0.08901	[four early italian engravers antonio del pollaiuolo andrea mantegna jacopo de barbari giulio campagnola]	[author:mantegna andrea] [author:barbari jacopo de] [author:borenius tancred] [author:pollaiolo piero] [author:campagnola giulio]	[subject:engravers] [subject:engraving italian] [subject:engraving renaissance]	[publisher:medici society]
ocm00720077 	1972	paris	fr	48.86	2.34444	[formes et signification de la beffa dans la littérature italienne de la renaissance]	[author:rochon andré]	[subject:italian literature] [subject:humor grappigheden] [subject:letterkunde] [subject:italian wit and humor] [subject:italiaans]	[publisher:université de la sorbonne nouvelle]
ocm00729827 	1972	hamburg	gw	53.55	10	[musikalischen noten auf kunstwerken der italienischen renaissance bis zum anfang des 17 jahrhunderts]	[author:scherliess volker]	[subject:muziek] [subject:art] [subject:muziekschrift] [subject:music] [subject:beeldende kunsten] [subject:music in art]	[publisher:k d wagner]
ocm00732747 	1952	new york	nyu	40.758896	-73.985130	[the italian painters of the renaissance]	[author:berenson bernard]	[subject:art renaissance] [subject:painters]	[publisher:phaidon publishers distributed by garden city books]
ocm00733812 	1972	hamburg	gw	53.55	10	[musikalische noten auf kunstwerken der italienischen renaissance bis zum anfang des 17 jahrhunderts]	[author:scherliess volker]	[subject:painting renaissance] [subject:paleography musical] [subject:music in art]	[publisher:verlag der musikalienhandlung]
ocm00736321 	1964	bern	sz	46.94761	7.40645	[rembrandt und die verwandlung klassischer formen]	[author:gantner joseph] [author:rembrandt harmenszoon van rijn]	[subject:art italian] [subject:art renaissance]	[publisher:francke verlag]
ocm00741747 	1973	washington	dcu	47.50012	-120.50147	[prints of the italian renaissance a handbook of the exhibition]	[author:levenson jay a]	[subject:prints italian] [subject:engraving renaissance]	[dewey:769.9]	[publisher:national gallery of art]
ocm00743573 	1956	mexico	mx	17.54427	-99.48144	[pintores y escultores italianos de los siglos xiii xiv y xv doce medalliones]	[author:crespo de la serna jorge j]	[subject:sculpture italian] [subject:painting renaissance] [subject:painting italian] [subject:sculpture renaissance]	[publisher:universidad nacional autonoma de mexico direccion general de publicaciones]
ocm00745675 	1974	new york	nyu	40.758896	-73.985130	[the arts of the italian renaissance painting sculpture architecture]	[author:paatz walter]	[subject:art italian] [subject:art renaissance] [subject:art italien] [subject:art de la renaissance]	[publisher:h n abrams]
ocm00746192 	1973	washington	dcu	47.50012	-120.50147	[sixteenth century italian drawings from the collection of janos scholz]	[author:walker dean] [author:oberhuber konrad]	[subject:drawing baroque] [subject:drawing italian] [subject:dessin de la renaissance] [subject:drawing renaissance] [subject:dessin baroque] [subject:dessin italien]	[dewey:741.9]	[publisher:national gallery of art]
ocm00747161 	1953	new york	nyu	40.758896	-73.985130	[italian renaissance painting]	[author:martin elisabeth puckett]	[subject:painting renaissance] [subject:painting italian]	[publisher:distributor book of the month club]
ocm00757999 	1972	paris	fr	48.86	2.34444	[éclosion de la renaissance italie 1400 1460]	[author:heydenreich ludwig h]	[subject:art italian] [subject:art] [subject:art renaissance] [subject:renaissance] [subject:art de la renaissance]	[publisher:gallimard]
ocm00761444 	1971	heidelberg	gw	52.50833	13.32231	[poeta faber erdichtete architektur in der italienischen spanischen und französischen literatur der renaissance und des barock]	[author:goebel gerhard]	[subject:architecture et littérature] [subject:littérature romane] [subject:architecture in literature] [subject:romance literature] [subject:architecture dans la littérature]	[publisher:c winter]
ocm00765300 	1966	london	enk	51.51334	-0.08901	[italian renaissance studies]	[author:jacob e f]	[subject:civilization] [subject:renaissance]	[publisher:faber and faber]
ocm00769755 	1906	berlin	gw	48.70032	9.01699	[frauenbriefe der renaissance]	[author:schmidt lothar]	[subject:italian letters] [subject:frau] [subject:brief]	[publisher:bard marquardt]
ocm00776451 	1972	napoli	it	40.87618	14.5195	[l arte del cinquecento nel regno di napoli]	[author:rotili mario]	[subject:art italian] [subject:art renaissance] [subject:art de la renaissance]	[publisher:libreria scientifica editrice]
ocm00777614 	1968	london	enk	51.51334	-0.08901	[the italian painters of the renaissance]	[author:berenson bernard]	[subject:painting renaissance] [subject:painters]	[publisher:phaidon]
ocm00778222 	1960	london	enk	51.51334	-0.08901	[the mural painters of tuscany from cimabue to andrea del sarto]	[author:borsook eve]	[subject:peinture et décoration murales gothiques] [subject:mural painting and decoration italian] [subject:peinture et décoration murales de la renaissance] [subject:mural painting and decoration] [subject:peinture et décoration murales italiennes]	[publisher:phaidon press]
